id,label
0,0
1,2
2,7
3,9
4,3
5,2
6,6
7,0
8,4
9,5
10,8
11,1
12,8
13,9
14,3
15,3
16,4
17,3
18,1
19,8
20,9
21,2
22,9
23,4
24,6
25,0
26,8
27,2
28,0
29,3
30,0
31,4
32,8
33,3
34,7
35,2
36,9
37,8
38,4
39,8
40,0
41,6
42,7
43,3
44,8
45,2
46,9
47,0
48,0
49,0
50,4
51,4
52,7
53,0
54,0
55,9
56,7
57,3
58,3
59,3
60,6
61,7
62,5
63,4
64,1
65,3
66,2
67,4
68,9
69,7
70,3
71,7
72,2
73,0
74,4
75,0
76,5
77,7
78,7
79,4
80,1
81,0
82,8
83,7
84,3
85,1
86,0
87,6
88,3
89,0
90,8
91,0
92,2
93,6
94,4
95,0
96,7
97,4
98,0
99,8
100,4
101,6
102,7
103,2
104,1
105,1
106,7
107,6
108,5
109,2
110,5
111,1
112,9
113,1
114,2
115,8
116,0
117,0
118,8
119,5
120,7
121,9
122,0
123,4
124,1
125,0
126,8
127,4
128,8
129,5
130,8
131,5
132,4
133,9
134,8
135,5
136,9
137,5
138,6
139,9
140,7
141,6
142,8
143,7
144,3
145,8
146,5
147,2
148,9
149,2
150,0
151,9
152,1
153,4
154,0
155,2
156,4
157,8
158,1
159,0
160,8
161,2
162,1
163,2
164,7
165,8
166,3
167,8
168,6
169,1
170,8
171,6
172,7
173,4
174,4
175,6
176,0
177,9
178,2
179,5
180,2
181,8
182,1
183,2
184,7
185,0
186,8
187,0
188,4
189,4
190,6
191,5
192,6
193,3
194,7
195,5
196,6
197,9
198,9
199,5
200,6
201,5
202,9
203,3
204,6
205,4
206,9
207,5
208,3
209,7
210,0
211,4
212,6
213,2
214,7
215,0
216,5
217,9
218,4
219,1
220,6
221,9
222,7
223,7
224,7
225,9
226,0
227,8
228,7
229,4
230,1
231,4
232,5
233,0
234,4
235,9
236,6
237,5
238,5
239,8
240,8
241,0
242,5
243,0
244,8
245,3
246,6
247,1
248,7
249,9
250,2
251,8
252,8
253,7
254,4
255,8
256,7
257,9
258,1
259,8
260,1
261,1
262,8
263,4
264,4
265,6
266,3
267,0
268,7
269,4
270,3
271,7
272,4
273,4
274,1
275,2
276,0
277,5
278,4
279,6
280,5
281,6
282,8
283,4
284,4
285,6
286,7
287,4
288,3
289,8
290,2
291,8
292,1
293,3
294,6
295,7
296,0
297,9
298,3
299,8
300,9
301,9
302,9
303,4
304,1
305,7
306,1
307,7
308,4
309,3
310,1
311,9
312,8
313,5
314,8
315,2
316,8
317,6
318,9
319,1
320,0
321,4
322,1
323,5
324,4
325,6
326,8
327,3
328,4
329,5
330,8
331,2
332,0
333,9
334,5
335,1
336,9
337,3
338,1
339,3
340,5
341,8
342,2
343,3
344,0
345,5
346,3
347,0
348,4
349,9
350,1
351,0
352,3
353,6
354,2
355,1
356,8
357,3
358,7
359,8
360,8
361,6
362,0
363,8
364,6
365,7
366,5
367,5
368,5
369,4
370,6
371,3
372,2
373,9
374,6
375,0
376,4
377,6
378,1
379,7
380,0
381,2
382,1
383,0
384,3
385,5
386,3
387,3
388,4
389,3
390,2
391,0
392,1
393,9
394,1
395,8
396,3
397,5
398,4
399,9
400,7
401,0
402,3
403,6
404,7
405,9
406,5
407,5
408,7
409,8
410,5
411,1
412,4
413,7
414,7
415,6
416,4
417,4
418,2
419,8
420,3
421,7
422,3
423,2
424,8
425,1
426,3
427,1
428,8
429,9
430,6
431,5
432,6
433,5
434,4
435,5
436,3
437,9
438,6
439,2
440,2
441,8
442,7
443,5
444,2
445,7
446,8
447,0
448,8
449,3
450,0
451,3
452,1
453,0
454,7
455,4
456,3
457,8
458,9
459,1
460,9
461,0
462,1
463,7
464,8
465,1
466,7
467,3
468,6
469,0
470,0
471,7
472,8
473,6
474,6
475,6
476,9
477,7
478,1
479,0
480,8
481,6
482,8
483,0
484,3
485,1
486,1
487,7
488,7
489,6
490,1
491,7
492,4
493,0
494,9
495,6
496,6
497,6
498,4
499,5
500,7
501,5
502,3
503,6
504,8
505,1
506,3
507,5
508,8
509,7
510,3
511,7
512,6
513,3
514,1
515,4
516,4
517,2
518,1
519,9
520,0
521,6
522,3
523,5
524,7
525,3
526,2
527,3
528,6
529,1
530,1
531,8
532,0
533,7
534,7
535,0
536,8
537,6
538,1
539,2
540,3
541,4
542,8
543,8
544,3
545,5
546,0
547,2
548,9
549,8
550,0
551,1
552,3
553,6
554,3
555,8
556,0
557,2
558,6
559,9
560,8
561,5
562,7
563,3
564,5
565,5
566,9
567,7
568,6
569,8
570,0
571,7
572,8
573,1
574,6
575,2
576,1
577,9
578,4
579,8
580,9
581,6
582,1
583,3
584,9
585,9
586,5
587,8
588,1
589,5
590,1
591,0
592,9
593,7
594,8
595,4
596,1
597,3
598,5
599,6
600,9
601,6
602,5
603,5
604,3
605,6
606,1
607,7
608,3
609,7
610,9
611,5
612,1
613,2
614,1
615,0
616,1
617,4
618,3
619,6
620,6
621,9
622,7
623,9
624,9
625,3
626,4
627,0
628,6
629,2
630,4
631,3
632,3
633,8
634,2
635,8
636,9
637,9
638,3
639,4
640,4
641,1
642,2
643,0
644,3
645,4
646,5
647,2
648,6
649,4
650,2
651,2
652,7
653,1
654,2
655,5
656,4
657,8
658,5
659,3
660,4
661,4
662,6
663,9
664,8
665,4
666,5
667,1
668,7
669,2
670,9
671,4
672,0
673,3
674,6
675,6
676,6
677,8
678,1
679,7
680,1
681,2
682,7
683,4
684,0
685,8
686,5
687,1
688,7
689,5
690,0
691,2
692,2
693,5
694,4
695,5
696,9
697,5
698,5
699,3
700,0
701,8
702,0
703,5
704,8
705,0
706,3
707,5
708,9
709,8
710,4
711,5
712,2
713,0
714,4
715,1
716,1
717,5
718,2
719,7
720,7
721,9
722,0
723,8
724,6
725,3
726,1
727,3
728,2
729,4
730,8
731,9
732,9
733,1
734,2
735,7
736,2
737,9
738,7
739,0
740,0
741,3
742,7
743,5
744,0
745,8
746,7
747,0
748,7
749,1
750,2
751,6
752,3
753,4
754,9
755,7
756,9
757,1
758,3
759,2
760,1
761,8
762,8
763,8
764,4
765,9
766,4
767,4
768,9
769,5
770,4
771,2
772,3
773,4
774,1
775,3
776,1
777,7
778,8
779,4
780,8
781,6
782,8
783,7
784,8
785,3
786,5
787,4
788,1
789,6
790,1
791,4
792,2
793,1
794,5
795,1
796,8
797,6
798,4
799,3
800,7
801,4
802,9
803,3
804,1
805,5
806,1
807,7
808,5
809,7
810,2
811,1
812,2
813,0
814,1
815,3
816,9
817,9
818,1
819,0
820,4
821,3
822,6
823,1
824,1
825,9
826,6
827,5
828,3
829,5
830,4
831,3
832,7
833,2
834,4
835,1
836,5
837,2
838,8
839,7
840,1
841,2
842,1
843,3
844,2
845,6
846,5
847,8
848,0
849,6
850,4
851,4
852,4
853,2
854,6
855,3
856,8
857,5
858,6
859,9
860,6
861,1
862,9
863,5
864,2
865,0
866,2
867,3
868,5
869,8
870,5
871,6
872,8
873,2
874,7
875,9
876,0
877,7
878,3
879,1
880,9
881,6
882,8
883,6
884,9
885,5
886,3
887,4
888,2
889,0
890,6
891,6
892,6
893,2
894,8
895,6
896,2
897,9
898,4
899,6
900,7
901,6
902,6
903,2
904,1
905,5
906,4
907,7
908,9
909,0
910,4
911,8
912,8
913,5
914,6
915,6
916,8
917,9
918,2
919,9
920,8
921,4
922,8
923,5
924,5
925,6
926,7
927,5
928,4
929,9
930,5
931,1
932,1
933,4
934,3
935,6
936,9
937,3
938,9
939,6
940,5
941,3
942,4
943,9
944,4
945,3
946,5
947,9
948,7
949,4
950,1
951,9
952,5
953,9
954,4
955,1
956,3
957,1
958,9
959,4
960,7
961,4
962,2
963,4
964,7
965,6
966,5
967,9
968,7
969,4
970,4
971,9
972,5
973,4
974,1
975,0
976,0
977,8
978,0
979,6
980,2
981,1
982,2
983,5
984,8
985,7
986,2
987,8
988,9
989,4
990,2
991,7
992,7
993,5
994,1
995,5
996,3
997,8
998,6
999,6
1000,2
1001,7
1002,7
1003,5
1004,1
1005,3
1006,2
1007,7
1008,9
1009,8
1010,7
1011,5
1012,4
1013,6
1014,1
1015,8
1016,2
1017,0
1018,8
1019,7
1020,7
1021,5
1022,7
1023,5
1024,8
1025,6
1026,0
1027,5
1028,7
1029,5
1030,8
1031,8
1032,3
1033,6
1034,5
1035,6
1036,9
1037,2
1038,5
1039,0
1040,6
1041,1
1042,7
1043,3
1044,6
1045,8
1046,5
1047,0
1048,3
1049,6
1050,1
1051,3
1052,9
1053,9
1054,8
1055,7
1056,1
1057,4
1058,4
1059,6
1060,5
1061,3
1062,9
1063,8
1064,7
1065,4
1066,0
1067,4
1068,8
1069,5
1070,6
1071,7
1072,9
1073,6
1074,3
1075,4
1076,7
1077,8
1078,6
1079,6
1080,1
1081,2
1082,3
1083,2
1084,8
1085,8
1086,8
1087,3
1088,3
1089,6
1090,0
1091,6
1092,4
1093,7
1094,0
1095,6
1096,8
1097,5
1098,5
1099,5
1100,6
1101,6
1102,3
1103,1
1104,1
1105,1
1106,9
1107,4
1108,8
1109,8
1110,2
1111,8
1112,3
1113,7
1114,4
1115,6
1116,4
1117,9
1118,8
1119,6
1120,0
1121,4
1122,9
1123,5
1124,8
1125,8
1126,3
1127,5
1128,4
1129,5
1130,0
1131,0
1132,0
1133,5
1134,7
1135,7
1136,7
1137,9
1138,6
1139,3
1140,6
1141,2
1142,7
1143,9
1144,7
1145,4
1146,3
1147,7
1148,0
1149,2
1150,4
1151,4
1152,3
1153,8
1154,8
1155,9
1156,4
1157,1
1158,2
1159,2
1160,9
1161,7
1162,1
1163,9
1164,0
1165,0
1166,7
1167,4
1168,6
1169,7
1170,0
1171,9
1172,0
1173,4
1174,8
1175,6
1176,2
1177,7
1178,8
1179,9
1180,9
1181,3
1182,3
1183,6
1184,4
1185,9
1186,9
1187,3
1188,4
1189,8
1190,9
1191,2
1192,4
1193,8
1194,2
1195,6
1196,2
1197,0
1198,2
1199,6
1200,0
1201,2
1202,5
1203,1
1204,5
1205,5
1206,0
1207,4
1208,6
1209,0
1210,0
1211,3
1212,1
1213,7
1214,4
1215,1
1216,2
1217,4
1218,4
1219,9
1220,1
1221,4
1222,5
1223,8
1224,8
1225,5
1226,8
1227,3
1228,4
1229,8
1230,7
1231,1
1232,2
1233,1
1234,5
